weight int_weight lept1_pt lept1_eta lept1_phi lept1_charge lept1_pfx lept1_sip lept2_pt lept2_eta lept2_phi lept2_charge lept2_pfx lept2_sip lept3_pt lept3_eta lept3_phi lept3_charge lept3_pfx lept3_sip lept4_pt lept4_eta lept4_phi lept4_charge lept4_pfx lept4_sip iso_max sip_max Z1mass Z2mass angle_costhetastar angle_costheta1 angle_costheta2 angle_phi angle_phistar1 KD psKD gravKD pt4l mass4l pfmet jet1_pt jet1_eta jet1_phi jet1_et jet2_pt jet2_eta jet2_phi jet2_et deltaetajj massjj VD njets
2.40397 0.471242 35.4163 -1.40265 -1.8023 -1 0.102324 1.37243 67.3904 -1.25334 0.69804 1 0.0310031 0.346325 11.4785 -0.428515 -0.658761 1 0.163599 1.01111 9.31586 -0.107362 2.68797 -1 0.385031 2.42819 0.308586 2.42819 93.0163 20.8434 -0.948645 -0.381112 0.261167 -1.66153 -2.71165 0.208173 -8.89719e+21 0 44.5966 126.023 41.7641 76.9159 2.39453 2.51762 77.0265 35.8997 -4.66607 -1.8354 35.8999 7.0606 1795.02 1.61555 2
0.876335 0.515369 30.9907 -0.508094 -3.01958 -1 0.25927 0.168603 88.3001 -0.698388 1.19506 1 0.055781 0.748162 29.4158 -0.562334 1.3337 -1 0.186387 1.0781 9.63623 -0.336961 -2.52303 1 0.645788 0.380143 0.193382 1.0781 90.4739 31.7727 -0.912177 -0.625453 -0.598435 -2.75269 2.82916 0.758585 -8.89719e+21 0 101.376 122.808 32.6316 62.213 1.11219 -2.20302 62.7287 47.5147 1.82813 -1.46743 47.7285 0.715945 62.5127 0.140872 2
0.883262 0.631801 59.1551 -0.21038 -2.78174 1 0.0985564 0.0250781 22.7672 0.832033 0.469715 -1 0.193351 0.454324 25.6709 0.373098 2.94223 -1 0.338579 0.822882 35.7789 -0.33319 3.07091 1 0.141953 1.27585 0.193351 1.27585 83.4981 25.9014 0.107975 0.72829 -0.177152 -0.982268 1.07493 0.82677 -8.89719e+21 0 100.225 126.878 29.4165 56.3795 -0.577738 -0.30739 57.4388 42.4957 2.80244 0.394953 42.5108 3.38018 260.67 0.658481 2
1.39205 0.505988 32.7762 -1.99506 -0.810493 -1 0 0.376563 70.3306 -1.17466 1.41434 1 0.110863 0.334394 17.6988 -2.18034 2.04871 -1 0.360099 1.31446 16.7687 -1.33444 1.26255 1 0.339418 1.62224 0.342671 1.62224 95.1622 19.9899 0.611831 0.476514 0.466391 0.395524 -2.19715 0.24774 -8.89719e+21 0 83.2042 124.65 38.7482 69.1284 -0.718714 -2.1725 69.9979 31.4517 -1.2919 -0.531981 31.7651 0.57319 76.8195 0.117924 2
0.784163 0.763943 5.61529 -1.06193 1.98054 1 0.528077 0.470488 67.4665 1.79338 -3.00111 -1 0.0801795 0.966074 22.8317 1.25498 1.86448 -1 0.281919 1.08718 30.1289 0.72514 2.35047 1 0.0657108 1.16996 0.252333 1.16996 80.0312 18.8958 0.308906 0.642792 -0.0922282 1.16038 -0.239462 0.590339 -8.89719e+21 0 104.383 125.702 17.0011 74.7256 -2.70738 -1.33531 74.7478 63.6775 1.07173 -0.0105572 64.4174 3.77911 455.994 0.76779 3
0.897349 0.50226 62.2054 1.20054 0.35654 -1 0.0471647 0.668473 47.3609 0.948368 -1.59764 1 0.0326573 0.84779 16.8965 1.84213 -0.560076 -1 0.225783 0.777323 10.2345 0.527998 -2.27683 1 0.0521518 0.503189 0.145206 0.84779 91.0202 27.2113 -0.415707 0.759354 -0.0856539 -0.812046 0.653216 0.795039 -8.89719e+21 0 77.3504 121.461 31.2098 83.6506 -3.60649 -2.68052 83.6593 72.2323 3.71615 1.08464 72.2364 7.32264 3026.63 1.89919 2
0.857389 0.519947 36.2451 1.2861 2.63276 -1 0.110875 0.720685 59.993 0.503128 -0.947205 1 0.0632659 0.593632 6.71871 -0.0488896 -0.168838 1 0.921605 3.36019 12.7534 0.178999 2.81168 -1 0.362913 0.571819 0.244681 3.36019 98.4338 18.5764 0.816119 -0.292954 0.440346 -0.581324 -0.181642 0.131121 -8.89719e+21 0 28.1174 123.864 25.1226 74.5005 3.26935 1.94923 74.5091 56.3225 -0.899801 -0.807289 57.61 4.16915 532.28 0.852645 2
1.38271 0.756267 23.4842 0.65906 -0.498123 -1 0.333517 0.528321 62.9523 0.89814 3.04614 1 0.0867708 0.835246 21.0703 1.46475 3.01735 1 0.290903 1.15858 44.5558 0.912775 -2.07765 -1 0.372291 0.273609 0.327585 1.15858 75.9082 38.3414 -0.603731 0.106986 0.490622 -0.82228 -1.8135 0.942615 -8.89719e+21 0 94.2334 124.364 20.1561 62.1674 -2.84972 1.32509 62.1747 61.7951 3.31837 -0.444325 61.7993 6.16809 1354.76 1.37037 2
0.641782 1.70351 35.1514 -0.667907 2.2809 -1 0.0430056 0.206926 15.4327 0.450695 -1.37882 1 0.353531 0.687126 47.6778 -0.011116 0.170233 -1 0.0607031 0.683073 28.8776 0.388499 1.05503 1 0.353721 1.17327 0.286145 1.17327 52.7277 35.1034 -0.332374 0.477614 0.297786 -2.09811 -2.05378 0.893522 -8.89719e+21 0 60.8348 124.869 41.4749 96.463 2.1036 -1.96768 96.6061 36.3862 -4.32488 1.78031 36.3868 6.42848 1476.96 1.4407 2
0.970523 0.43795 29.9175 -2.35944 -1.2549 1 0.284325 0.499024 68.8112 -1.40543 2.5754 -1 0.0890786 0.516442 24.4622 -1.39055 -3.04827 -1 0.149472 0.652432 15.1008 -0.872965 1.92699 1 0.27111 2.11268 0.137768 2.11268 96.5216 25.4578 -0.571108 -0.831853 -0.0994512 1.52667 2.71078 0.271328 -8.89719e+21 0 80.9979 130.102 79.9343 53.2296 1.00668 0.26676 54.0888 48.8889 -2.2821 -0.734705 48.9417 3.28878 260.955 0.642084 2
0.634892 0.536379 52.6597 2.32035 2.94852 1 0.078697 0.268096 27.7552 0.631524 -2.0654 -1 0.193797 0.511109 32.1276 1.94321 -2.87747 1 0.149184 0.216461 34.5782 1.19298 -2.70903 -1 0.113929 1.92417 0.116361 1.92417 85.5209 26.2047 -0.277806 -0.159942 0.199744 -0.345792 -2.68346 0.93064 -8.89719e+21 0 132.59 121.942 16.0602 140.549 3.23052 1.32292 140.558 134.439 -2.25556 -0.798753 134.59 5.48608 2140.92 1.39855 2
0.627463 0.501717 35.9303 -0.313742 1.97689 -1 0.0816748 0.980088 70.3463 -0.809122 -0.133084 1 0.0283761 0.835268 24.3811 -0.340369 -0.718344 1 0.236212 1.19145 11.3252 -0.348278 1.71734 -1 0.212131 0.940874 0.188303 1.19145 91.015 31.1868 -0.674832 0.0625286 -0.640271 -0.162158 0.946394 0.687452 -8.89719e+21 0 74.6481 125.609 12.1325 143.349 2.30197 -2.97859 143.4 57.5835 -2.51018 -0.221335 57.623 4.81215 1015.74 1.06121 2
0.905331 0.502586 91.324 2.07131 -2.83035 -1 0.0496493 0.883636 22.4931 1.60644 0.800228 1 0.144554 0.692281 21.8746 1.24296 -2.29178 -1 0.106521 0.57679 6.14829 1.37241 -0.153529 1 0.785828 1.90937 0.271115 1.90937 90.4839 20.3942 0.789561 0.41658 0.277237 0.31451 0.912022 0.309522 -8.89719e+21 0 84.8175 123.247 19.4723 106.785 -0.167569 -0.242245 108.072 62.6545 2.94407 2.31756 62.6663 3.11164 404.64 0.637787 2
0.682446 0.517327 71.9204 1.77341 -0.354494 1 0.0218372 1.04573 27.3381 0.78322 1.79792 -1 0.286198 0.656317 15.071 1.44491 -0.60543 -1 0.47227 0.227303 25.5964 0.859954 0.808586 1 0.345814 0.636725 0.397511 1.04573 90.4618 28.0525 0.621076 -0.479736 -0.719312 -2.50654 -2.15818 0.611698 -8.89719e+21 0 92.0944 123.612 30.3939 89.5443 3.4417 2.87237 89.5483 47.1048 -2.266 -1.81373 47.1931 5.7077 1127.92 1.24395 2
0.640562 0.629476 41.7586 1.59622 -0.651941 -1 0.0890339 0.492668 20.3594 -0.288939 1.33621 1 0.294258 1.00219 36.7202 0.54481 -0.558598 -1 0.142967 0.267087 18.0132 0.433431 0.999008 1 0.0303514 1.0222 0.265659 1.0222 80.118 36.2457 0.585575 0.408328 0.303452 0.627791 0.607287 0.930272 -8.89719e+21 0 79.4257 122.996 39.2217 58.3968 -2.59697 -2.81819 58.431 37.9054 3.80205 2.10875 37.9073 6.39902 1153.54 1.3733 2
1.88874 0.854807 19.2728 -0.0696928 1.96435 1 0.418117 0.463785 135.319 0.884701 3.06076 -1 0.0932166 0.786245 10.3019 1.73541 -2.20249 -1 0.394799 0.503341 68.9037 1.03473 2.611 1 0.139407 0.451403 0.392755 0.786245 77.5964 40.4906 -0.733996 0.0411129 -0.109349 1.79126 0.17875 0.921157 -8.89719e+21 0 216.372 127.845 48.2108 174.324 -0.862045 -0.226467 175.663 36.5971 3.77547 -0.743129 36.5988 4.63751 807.393 0.989772 3
0.695533 0.586632 44.8191 -1.51803 1.30255 -1 0.369365 0.396714 44.8523 -0.446296 -3.13785 1 0.179335 1.51875 11.8215 -1.70284 2.99951 1 0.66537 0.544414 27.943 -0.194285 2.40064 -1 0.182072 0.996928 0.318026 1.51875 87.403 31.9472 -0.460491 0.869704 0.630608 -1.17199 1.80352 0.824373 -8.89719e+21 0 91.1373 124.411 8.2318 77.8794 0.766682 -1.16182 78.8243 49.6363 -3.51911 0.663073 49.6401 4.28579 534.155 0.874 2
1.38187 0.502959 42.8557 -2.3449 -1.8557 1 0 0.932021 25.3642 -0.536511 1.05207 -1 0.200654 0.613897 8.95674 -1.30654 -1.9781 1 0.360828 3.31118 14.4018 -0.682429 2.34656 -1 0.283166 1.43937 0.255727 3.31118 94.4702 20.1867 -0.745154 -0.611186 0.645922 0.773857 0.875053 0.175138 -8.89719e+21 0 21.4982 123.9 26.8285 54.1435 2.26959 -0.102662 54.2201 37.498 -4.0515 2.17739 37.4993 6.32108 1064.4 1.34216 2
0.653565 0.481986 70.0643 1.57691 2.55869 1 0.157789 0.381606 22.8353 0.482981 -0.707575 -1 0.349486 0.648192 7.36565 1.64781 -0.276126 1 0.136995 1.49317 29.5004 1.60644 2.30663 -1 0.399225 1.01509 0.304899 1.49317 92.1326 28.3468 -0.792043 0.571755 0.472088 2.82574 1.99827 0.554142 -8.89719e+21 0 69.2815 123.922 50.1235 112.918 2.90125 0.291674 112.929 71.8686 -0.834824 -1.8231 72.4758 3.73607 592.45 0.786243 2
2.4847 0.572668 50.8688 -1.60419 0.916596 -1 0.538098 0.682013 30.9634 -0.950498 -1.11501 1 0.0500561 3.19319 8.74697 -2.03675 -1.80015 1 0.233859 0.563713 36.2449 -1.50144 0.0868889 -1 0.0871958 0.193216 0.427926 3.19319 84.6092 30.4038 0.51308 0.492673 0.141577 0.962152 -2.77781 0.824215 -8.89719e+21 0 92.6837 120.193 34.5924 119.998 -3.4319 -2.72341 120.003 36.2719 -2.81348 1.01109 36.2884 0.618423 136.365 0.137498 2
0.635953 0.498264 53.7122 2.15746 -1.41066 1 0.0407721 0.416331 19.0234 0.254916 0.897429 -1 0.222849 0.537192 20.506 1.24734 -1.42076 1 0.126858 1.21507 16.9412 0.994827 -2.50482 -1 0.172281 0.57748 0.222849 1.21507 91.5182 19.803 0.38252 -0.0291604 0.204494 -1.09663 2.97451 0.335061 -8.89719e+21 0 69.2106 123.63 13.4618 46.9689 4.67385 1.45861 46.9693 36.2089 -1.68283 2.44427 36.315 6.35668 989.919 1.33427 2
0.912162 0.658668 41.7354 1.44872 2.02627 1 0.0545161 0.710893 31.1735 -0.331876 0.737606 -1 0.0837177 0.373141 5.0865 1.18481 -2.22873 -1 0.37204 0.833592 35.3088 0.735499 2.77639 1 0.115271 0.630342 0.0837177 0.833592 84.9384 17.1042 -0.143587 0.472526 -0.610764 1.42551 -2.87952 0.550689 -8.89719e+21 0 74.0117 123.892 36.25 111.305 -2.05844 -1.08083 111.431 45.2233 2.52398 2.35262 45.2465 4.58241 708.991 0.960961 2
1.85981 0.365434 222.013 -1.99838 1.59412 1 0.0671243 3.22956 41.8485 -1.41146 0.973684 -1 0.102585 0.17924 64.2913 -2.11857 1.48787 -1 0.1972 0.534456 118.209 -1.98063 1.70238 1 1.11129 3.5541 1.05479 3.5541 82.2006 67.2685 0.457165 0.459982 -0.700423 -2.29887 -0.305862 0.0418768 -8.89719e+21 0 538.178 175.948 65.6631 396.946 -0.760347 -1.47401 399.979 132.363 0.331634 -1.37076 134.693 1.09198 279.565 0.250233 2
1.10097 0.524256 8.00715 -0.9985 1.83245 1 0.264388 1.57333 72.8127 1.49703 -1.86003 -1 0.0074382 0.735453 36.1762 1.75114 -1.82469 1 0 0.732701 5.31132 0.787957 1.8746 -1 0.412683 3.48492 0.000398049 3.48492 90.0718 30.0525 -0.988529 -0.768671 -0.767936 -2.94667 0.222529 0.695468 -8.89719e+21 0 97.9162 126.636 50.3387 58.6675 -0.58743 0.838505 60.0351 54.53 3.89116 1.24063 54.5321 4.47859 529.805 0.907868 2
0.647326 0.857234 66.4668 -1.1466 2.87905 -1 0.0431307 1.55031 65.469 -0.140887 -2.9056 1 0.036127 0.581844 66.2585 -0.703064 -3.1301 -1 0.0537547 0.941781 36.6693 -0.566309 2.27275 1 0.0688929 0.599518 0.0482736 1.55031 76.4494 42.5446 0.153158 -0.447837 -0.491773 1.42727 2.748 0.889026 -8.89719e+21 0 219.722 123.642 35.7744 140.201 -1.30055 -0.0757688 140.635 96.8406 2.76386 -0.151168 96.8554 4.06441 875.103 0.899614 2
0.970229 0.494201 35.444 1.96083 -2.63722 -1 0.0441157 1.09939 78.4139 1.12596 1.88278 1 0.0395924 0.690661 18.7695 0.34192 3.04099 -1 0.152916 0.120292 10.9426 0.612955 1.75409 1 0.20357 0.797746 0.170515 1.09939 93.1337 17.6346 0.926472 0.198967 0.472942 0.419235 -1.64132 0.14249 -8.89719e+21 0 103.253 127.2 29.005 163.884 3.10436 -1.02192 163.901 75.4582 -2.37289 1.57691 75.5451 5.47725 1726.88 1.31747 3
0.779948 0.518085 23.8266 -0.951767 -1.4525 -1 0 2.55809 61.0409 0.526003 0.651497 1 0.0216516 0.514842 7.8412 1.53105 0.706609 -1 0.661359 1.69731 13.4357 -0.588165 1.95255 1 0.100872 1.05815 0.248807 2.55809 90.4724 28.6791 -0.288747 0.219806 -0.156935 2.26314 -2.23598 0.877343 -8.89719e+21 0 60.7604 125.01 24.6437 51.3728 2.59561 3.03476 51.4216 30.8573 0.0340274 -1.32496 31.862 2.56159 150.878 0.490054 2
1.69533 0.596296 39.7111 0.369164 -0.286073 -1 0.0955268 0.471416 46.0693 -0.150057 -3.09302 1 0.0451614 0.397097 20.0427 -0.377441 -2.79332 -1 0.180431 1.18283 14.1493 0.875649 1.52955 1 0.30041 0.569705 0.158697 1.18283 87.2889 35.9075 -0.132883 0.737313 -0.0694134 3.03665 1.02666 0.827126 -8.89719e+21 0 26.8856 126.846 38.7458 36.0042 -0.464706 -0.616302 37.2427 34.2817 2.09336 1.47477 34.3861 2.55807 133.848 0.486151 2
0.881669 0.476998 43.2218 0.517276 -1.98731 -1 0.120954 0.537778 53.7176 0.0087947 0.369222 1 0.109277 1.24059 20.5249 0.515189 -2.33333 1 0.282554 1.05325 10.7281 0.114786 0.183219 -1 0.3133 0.300346 0.282554 1.24059 92.4205 28.8684 -0.2643 -0.944111 -0.995706 2.27582 -1.50731 0.532331 -8.89719e+21 0 43.9404 124.594 12.042 81.4735 1.12616 0.635539 82.5322 68.4529 -3.67113 3.04435 68.4566 4.79729 830.513 1.02297 2
0.648892 0.547231 78.7119 -1.28829 0.106888 -1 0.159736 0.645492 25.4707 -1.0834 -2.21205 1 0.115547 0.781606 14.0963 -1.33246 2.2093 1 0.448486 1.95537 25.0247 -1.03941 0.0800686 -1 0.429196 0.160559 0.218458 1.95537 84.6911 33.3155 -0.321414 0.162028 -0.609192 -0.4864 1.96552 0.892281 -8.89719e+21 0 83.6974 122.489 24.5762 108.698 -2.21855 3.112 108.751 30.6243 1.34236 -0.429753 30.9069 3.56091 352.598 0.708663 2
1.46152 0.684687 27.1914 0.0253248 -2.4329 -1 0.0352607 0.326202 67.2314 0.414504 0.103561 1 0.0338037 0.525135 9.94734 1.49065 1.7779 1 0.693949 0.379843 25.6279 -0.215311 -0.324091 -1 0.139407 0.258461 0.10765 0.525135 83.329 41.3336 -0.122838 0.254565 -0.562136 -2.1393 -1.79899 0.905275 -8.89719e+21 0 69.0871 125.056 33.3823 64.075 2.82671 3.11242 64.0997 30.8149 -2.8418 -2.5278 30.826 5.66852 754.423 1.16518 2
1.10081 0.504331 84.7511 -0.748322 0.995109 1 0.0508559 1.61494 70.8209 -0.561757 -0.244148 -1 0.171327 0.467287 21.4988 -0.686989 0.446347 -1 0.421246 0.215876 64.7084 -0.69261 0.954367 1 0.066608 0.919898 0.318441 1.61494 91.14 18.7491 0.277649 0.95684 -0.737432 0.372964 1.52597 0.269955 -8.89719e+21 0 207.209 125.928 26.2181 139.918 -3.42978 -2.50158 139.925 40.8767 2.09575 2.05321 40.9388 5.52553 1199.68 1.22493 3
0.640551 0.541251 55.3423 1.76699 2.67179 1 0.17803 0.873981 44.5094 1.40769 0.503837 -1 0.177556 1.19235 40.8165 1.52628 1.7611 1 0.0479724 1.36816 10.401 0.969545 -3.13632 -1 0.237694 0.38057 0.116098 1.36816 89.5443 28.7756 -0.000633667 0.451446 -0.474111 2.11715 1.94177 0.720938 -8.89719e+21 0 91.135 124.927 41.3867 62.3398 3.11624 -0.506191 62.3521 33.0627 -3.67622 -1.29908 33.0644 6.79245 1354.34 1.48267 2
0.628971 0.510855 28.3783 1.56079 -2.40746 -1 0.0867025 1.58698 90.522 0.00763628 -2.89025 1 0.0392576 0.572351 76.7718 0.380098 -3.0625 1 0.0924844 0.315764 11.7014 0.6811 2.82369 -1 0.237542 1.02122 0.0901387 1.58698 90.1913 14.896 -0.155834 0.454413 -0.633548 0.748601 0.409849 0.261006 -8.89719e+21 0 201.247 123.645 46.3469 139.918 -1.37829 0.739572 140.982 114.753 2.70243 -0.49401 114.783 4.08072 972.466 0.921243 2
0.763462 0.950654 87.0589 -0.671499 1.51542 -1 0.0865745 0.605531 53.0733 -0.437477 2.66678 1 0.059063 0.0332404 14.0599 -1.07227 1.81731 -1 0.457654 1.16126 11.9093 0.327788 -0.736544 1 0.204794 0.319769 0.150661 1.16126 75.7098 31.6089 -0.356118 0.159611 -0.8889 -1.12608 -1.82633 0.800629 -8.89719e+21 0 122.541 123.437 34.4468 71.0708 -0.315535 -0.703331 72.7517 63.3919 -3.43707 -1.70686 63.3962 3.12153 318.489 0.623025 2
0.635164 0.559441 15.7655 1.33595 -1.63051 1 0.500195 2.00705 85.3814 -0.195318 2.48811 -1 0.0649526 0.410809 17.4202 -0.996447 1.64462 -1 0.0297802 1.25565 18.6433 -0.0706509 2.65839 1 0.322177 0.555155 0.228365 2.00705 89.5643 24.5977 0.867852 -0.523411 0.704221 2.96017 -1.60352 0.388437 -8.89719e+21 0 106.565 124.962 38.5222 41.9924 2.10819 -0.131704 42.0666 40.1199 -4.45492 -0.881947 40.1205 6.56311 1091.97 1.39102 2
0.676669 0.50376 127.813 -0.616365 -2.51738 -1 0.0244087 0.604654 26.5436 0.503771 -1.38953 1 0.284585 1.01245 58.2658 -0.377982 -2.70866 -1 0.042633 0.386037 13.3277 0.135117 -1.72901 1 0.394955 0.219365 0.343527 1.01245 92.7259 29.9439 -0.37921 -0.308435 0.689414 -0.434338 -2.99366 0.584042 -8.89719e+21 0 207 126.093 55.9518 204.714 -0.992901 0.318268 205.626 70.8708 1.53968 2.60972 71.1258 2.53258 452.629 0.542769 3
0.648359 0.621695 41.6346 0.0732317 -2.66913 1 0.165509 0.262462 45.024 -0.152236 0.668513 -1 0.333721 1.27186 13.4792 1.2995 -0.194025 1 0.353728 0.729906 13.5523 0.345218 3.08795 -1 0.125837 0.454841 0.21942 1.27186 86.7305 30.1092 -0.980846 0.20666 -0.462832 2.57338 -1.10754 0.705231 -8.89719e+21 0 7.37712 125.769 24.1502 66.6259 3.76747 -2.00567 66.6279 50.1691 -1.19515 0.866522 50.7998 4.96262 698.548 1.02739 2
1.4136 1.13245 37.5875 -0.657636 2.93843 -1 0.150587 0.607119 31.7356 0.152698 -1.09391 1 0.216889 0.529214 33.1701 -1.59895 2.99523 1 0.0300731 0.226231 5.44448 0.553048 2.74533 -1 0.287683 0.0988031 0.210264 0.607119 68.6522 34.9973 0.873596 -0.785404 -0.917766 0.612299 -0.612733 0.497105 -8.89719e+21 0 61.6212 124.879 42.4223 68.2738 -3.23214 -1.33439 68.2808 58.0298 3.06593 0.649509 58.0459 6.29807 1468.8 1.41566 2
0.639425 0.686879 51.4633 1.67624 0.0854285 -1 0.0428332 0.308764 13.0002 -0.458558 2.88149 1 0.19844 0.436007 16.7445 0.610813 1.64841 1 0.429746 0.754978 18.9781 1.00987 2.97643 -1 0.195789 2.8092 0.352532 2.8092 83.6376 23.1112 0.285093 0.802603 0.21623 -1.57164 0.300059 0.557464 -8.89719e+21 0 33.293 125.743 39.7747 71.6342 -1.82155 -1.07243 71.8143 66.8415 2.55321 2.69415 66.8652 4.37476 623.747 0.907217 3
